branch,checkpoint_step,cumulative_step,prompt_epoch,score_cmd_f1_x100,next_action_score,first_cmd_exact_pct,valid_json_pct,early_f1_x100,mid_f1_x100,late_f1_x100,file
parentrun,1670,1670,2.2266666666666666,50.55,50.14,49.2,74.3,,,,lfm25-echo-rlvr-parentrun-checkpoint-1670.json
parentrun,1680,1680,2.24,51.32,51.16,50.8,75.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1680.json
parentrun,1690,1690,2.2533333333333334,52.51,51.82,50.2,78.5,,,,lfm25-echo-rlvr-parentrun-checkpoint-1690.json
parentrun,1700,1700,2.2666666666666666,51.12,50.54,49.2,73.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1700.json
parentrun,1710,1710,2.28,52.11,52.41,53.1,74.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1710.json
parentrun,1720,1720,2.2933333333333334,51.99,51.84,51.5,75.2,,,,lfm25-echo-rlvr-parentrun-checkpoint-1720.json
parentrun,1730,1730,2.3066666666666666,52.29,51.96,51.2,75.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1730.json
parentrun,1740,1740,2.32,51.2,50.48,48.8,77.6,,,,lfm25-echo-rlvr-parentrun-checkpoint-1740.json
parentrun,1750,1750,2.3333333333333335,52.32,51.68,50.2,73.6,,,,lfm25-echo-rlvr-parentrun-checkpoint-1750.json
parentrun,1760,1760,2.3466666666666667,51.11,50.54,49.2,75.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1760.json
parentrun,1770,1770,2.36,49.74,49.37,48.5,75.6,,,,lfm25-echo-rlvr-parentrun-checkpoint-1770.json
parentrun,1780,1780,2.3733333333333335,52.97,52.02,49.8,77.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1780.json
parentrun,1790,1790,2.3866666666666667,51.68,50.64,48.2,75.6,,,,lfm25-echo-rlvr-parentrun-checkpoint-1790.json
parentrun,1800,1800,2.4,50.87,50.37,49.2,78.2,,,,lfm25-echo-rlvr-parentrun-checkpoint-1800.json
parentrun,1810,1810,2.4133333333333336,51.55,50.84,49.2,73.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1810.json
parentrun,1820,1820,2.4266666666666667,50.53,50.22,49.5,77.2,,,,lfm25-echo-rlvr-parentrun-checkpoint-1820.json
parentrun,1830,1830,2.44,52.69,51.94,50.2,76.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1830.json
parentrun,1840,1840,2.453333333333333,50.2,49.99,49.5,74.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1840.json
parentrun,1850,1850,2.466666666666667,51.57,50.74,48.8,75.2,,,,lfm25-echo-rlvr-parentrun-checkpoint-1850.json
parentrun,1860,1860,2.48,50.68,50.24,49.2,74.3,,,,lfm25-echo-rlvr-parentrun-checkpoint-1860.json
parentrun,1870,1870,2.493333333333333,51.3,50.67,49.2,76.2,,,,lfm25-echo-rlvr-parentrun-checkpoint-1870.json
parentrun,1880,1880,2.506666666666667,52.15,51.86,51.2,76.9,,,,lfm25-echo-rlvr-parentrun-checkpoint-1880.json
raw_clean_start,25,25,0.03333333333333333,37.89,39.0,41.6,59.4,,,,lfm25-echo-raw-lfm25-checkpoint-25.json
raw_clean_start,50,50,0.06666666666666667,40.34,40.9,42.2,58.1,,,,lfm25-echo-raw-lfm25-checkpoint-50.json
raw_clean_start,75,75,0.1,39.19,39.22,39.3,57.1,,,,lfm25-echo-raw-lfm25-checkpoint-75.json
raw_clean_start,100,100,0.13333333333333333,40.34,40.81,41.9,58.4,,,,lfm25-echo-raw-lfm25-checkpoint-100.json
raw_clean_start,125,125,0.16666666666666666,41.01,41.67,43.2,57.4,,,,lfm25-echo-raw-lfm25-checkpoint-125.json
raw_clean_start,150,150,0.2,40.43,40.39,40.3,59.4,,,,lfm25-echo-raw-lfm25-checkpoint-150.json
raw_clean_start,175,175,0.23333333333333334,40.02,40.19,40.6,58.1,,,,lfm25-echo-raw-lfm25-checkpoint-175.json
raw_clean_start,200,200,0.26666666666666666,39.67,39.95,40.6,59.7,,,,lfm25-echo-raw-lfm25-checkpoint-200.json
raw_clean_start,225,225,0.3,41.06,40.92,40.6,57.4,,,,lfm25-echo-raw-lfm25-checkpoint-225.json
raw_clean_start,250,250,0.3333333333333333,39.95,40.84,42.9,59.1,,,,lfm25-echo-raw-lfm25-checkpoint-250.json
raw_clean_start,275,275,0.36666666666666664,39.16,39.98,41.9,61.1,,,,lfm25-echo-raw-lfm25-checkpoint-275.json
raw_clean_start,300,300,0.4,41.52,41.72,42.2,59.1,,,,lfm25-echo-raw-lfm25-checkpoint-300.json
raw_clean_start,325,325,0.43333333333333335,42.08,42.12,42.2,59.4,,,,lfm25-echo-raw-lfm25-checkpoint-325.json
raw_clean_start,350,350,0.4666666666666667,41.04,41.51,42.6,59.1,,,,lfm25-echo-raw-lfm25-checkpoint-350.json
raw_clean_start,375,375,0.5,39.88,40.58,42.2,59.7,,,,lfm25-echo-raw-lfm25-checkpoint-375.json
raw_clean_start,400,400,0.5333333333333333,39.44,39.49,39.6,59.1,,,,lfm25-echo-raw-lfm25-checkpoint-400.json
raw_clean_start,425,425,0.5666666666666667,41.93,42.31,43.2,61.1,,,,lfm25-echo-raw-lfm25-checkpoint-425.json
raw_clean_start,450,450,0.6,39.98,40.86,42.9,58.4,,,,lfm25-echo-raw-lfm25-checkpoint-450.json
raw_clean_start,475,475,0.6333333333333333,43.41,43.77,44.6,59.7,,,,lfm25-echo-raw-lfm25-checkpoint-475.json
raw_clean_start,500,500,0.6666666666666666,41.39,42.62,45.5,61.1,,,,lfm25-echo-raw-lfm25-checkpoint-500.json
raw_clean_start,525,525,0.7,40.49,40.43,40.3,57.8,,,,lfm25-echo-raw-lfm25-checkpoint-525.json
raw_clean_start,550,550,0.7333333333333333,43.46,43.38,43.2,64.7,,,,lfm25-echo-raw-lfm25-checkpoint-550.json
raw_clean_start,575,575,0.7666666666666667,40.94,41.44,42.6,57.4,,,,lfm25-echo-raw-lfm25-checkpoint-575.json
raw_clean_start,600,600,0.8,41.12,41.05,40.9,58.4,,,,lfm25-echo-raw-lfm25-checkpoint-600.json
raw_clean_start,625,625,0.8333333333333334,42.15,41.77,40.9,61.1,,,,lfm25-echo-raw-lfm25-checkpoint-625.json
raw_clean_start,650,650,0.8666666666666667,42.16,42.08,41.9,60.7,,,,lfm25-echo-raw-lfm25-checkpoint-650.json
raw_clean_start,675,675,0.9,40.54,40.26,39.6,60.1,,,,lfm25-echo-raw-lfm25-checkpoint-675.json
raw_clean_start,700,700,0.9333333333333333,42.73,42.57,42.2,63.7,,,,lfm25-echo-raw-lfm25-checkpoint-700.json
raw_clean_start,725,725,0.9666666666666667,41.29,41.68,42.6,59.1,,,,lfm25-echo-raw-lfm25-checkpoint-725.json
raw_clean_start,750,750,1.0,40.54,41.34,43.2,60.7,,,,lfm25-echo-raw-lfm25-checkpoint-750.json
raw_clean_start,775,775,1.0333333333333334,40.78,40.34,39.3,64.7,,,,lfm25-echo-raw-lfm25-checkpoint-775.json
raw_clean_start,800,800,1.0666666666666667,43.94,43.42,42.2,61.7,,,,lfm25-echo-raw-lfm25-checkpoint-800.json
raw_clean_start,825,825,1.1,41.61,41.61,41.6,60.1,,,,lfm25-echo-raw-lfm25-checkpoint-825.json
raw_clean_start,850,850,1.1333333333333333,41.82,42.14,42.9,61.7,,,,lfm25-echo-raw-lfm25-checkpoint-850.json
raw_clean_start,875,875,1.1666666666666667,41.84,41.68,41.3,61.1,,,,lfm25-echo-raw-lfm25-checkpoint-875.json
raw_clean_start,900,900,1.2,43.78,43.73,43.6,60.7,,,,lfm25-echo-raw-lfm25-checkpoint-900.json
raw_clean_start,925,925,1.2333333333333334,43.83,43.46,42.6,64.7,,,,lfm25-echo-raw-lfm25-checkpoint-925.json
raw_clean_start,950,950,1.2666666666666666,41.63,42.1,43.2,61.4,,,,lfm25-echo-raw-lfm25-checkpoint-950.json
raw_clean_start,975,975,1.3,44.47,44.39,44.2,63.7,,,,lfm25-echo-raw-lfm25-checkpoint-975.json
raw_clean_start,1000,1000,1.3333333333333333,42.72,43.37,44.9,65.7,,,,lfm25-echo-raw-lfm25-checkpoint-1000.json
raw_clean_start,1025,1025,1.3666666666666667,42.65,42.63,42.6,62.0,,,,lfm25-echo-raw-lfm25-checkpoint-1025.json
raw_clean_start,1050,1050,1.4,41.99,41.96,41.9,65.3,,,,lfm25-echo-raw-lfm25-checkpoint-1050.json
raw_clean_start,1075,1075,1.4333333333333333,43.77,44.2,45.2,68.6,,,,lfm25-echo-raw-lfm25-checkpoint-1075.json
raw_clean_start,1100,1100,1.4666666666666666,44.84,45.16,45.9,66.3,,,,lfm25-echo-raw-lfm25-checkpoint-1100.json
raw_clean_start,1125,1125,1.5,43.77,43.81,43.9,64.4,,,,lfm25-echo-raw-lfm25-checkpoint-1125.json
raw_clean_start,1150,1150,1.5333333333333334,44.1,43.35,41.6,65.3,,,,lfm25-echo-raw-lfm25-checkpoint-1150.json
raw_clean_start,1175,1175,1.5666666666666667,43.29,43.56,44.2,63.7,,,,lfm25-echo-raw-lfm25-checkpoint-1175.json
turbo,5,5,0.006666666666666667,51.89,51.08,49.2,76.9,,,,lfm25-echo-turbo-vllm-checkpoint-5.json
turbo,10,10,0.013333333333333334,51.11,50.24,48.2,76.6,,,,lfm25-echo-turbo-vllm-checkpoint-10.json
turbo,15,15,0.02,50.53,50.22,49.5,75.9,,,,lfm25-echo-turbo-vllm-checkpoint-15.json
